Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
SNCR,"Synchronoss Technologies, Inc.",16.5,$765.15M,2006,Technology,EDP Services,http://www.nasdaq.com/symbol/sncr
SNDX,"Syndax Pharmaceuticals, Inc.",13.43,$245.18M,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sndx
SGYP,"Synergy Pharmaceuticals, Inc.",4.46,$1B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sgyp
ELOS,Syneron Medical Ltd.,10.95,$385.8M,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/elos
SNPS,"Synopsys, Inc.",73.15,$11B,1992,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/snps
SYNT,"Syntel, Inc.",16.16,$1.35B,1997,Technology,EDP Services,http://www.nasdaq.com/symbol/synt
SYMX,"Synthesis Energy Systems, Inc.",0.547,$47.76M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/symx
SYPR,"Sypris Solutions, Inc.",1.73,$37.02M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/sypr
SYRS,"Syros Pharmaceuticals, Inc.",17.61,$461.03M,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/syrs
TROW,"T. Rowe Price Group, Inc.",76.16,$18.37B,1986,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/trow
TTOO,"T2 Biosystems, Inc.",2.95,$90.25M,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ttoo
TRHC,"Tabula Rasa HealthCare, Inc.",15.55,$267.79M,2016,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/trhc
TCMD,"Tactile Systems Technology, Inc.",29.3,$496.35M,2016,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/tcmd
TAIT,Taitron Components Incorporated,1.73,$9.57M,1995,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/tait
TTWO,"Take-Two Interactive Software, Inc.",74.59,$7.75B,1997,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ttwo
TLND,Talend S.A.,35.41,$1.02B,2016,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/tlnd
TNDM,"Tandem Diabetes Care, Inc.",0.7975,$39.75M,2013,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/tndm
TLF,"Tandy Leather Factory, Inc.",8.9,$82.55M,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/tlf
TANH,Tantech Holdings Ltd.,2.44,$59.32M,2015,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/tanh
TPIV,TapImmune Inc.,3.49,$34.81M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tpiv
TEDU,"Tarena International, Inc.",18.59,$1.04B,2014,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/tedu
TATT,TAT Technologies Ltd.,10.3,$90.93M,n/a,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/tatt
TAYD,"Taylor Devices, Inc.",13.1,$45.02M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/tayd
CGBD,"TCG BDC, Inc.",18.12,$1.1B,2017,n/a,n/a,http://www.nasdaq.com/symbol/cgbd
TCPC,TCP Capital Corp.,16.77,$985.94M,2012,n/a,n/a,http://www.nasdaq.com/symbol/tcpc
AMTD,TD Ameritrade Holding Corporation,44.37,$23.43B,1997,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/amtd
TEAR,TearLab Corporation,1.7,$9.75M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/tear
TECD,Tech Data Corporation,104.76,$3.99B,1986,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/tecd
TCCO,Technical Communications Corporation,6.25,$11.5M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/tcco
TTGT,"TechTarget, Inc.",9.97,$273.62M,2007,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ttgt
TGLS,Tecnoglass Inc.,9.17,$307.08M,2012,Consumer Durables,Electronic Components,http://www.nasdaq.com/symbol/tgls
TGEN,Tecogen Inc.,3.33,$66.74M,2014,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/tgen
TNAV,"Telenav, Inc.",8.15,$356.44M,2010,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/tnav
TTEC,"TeleTech Holdings, Inc.",41.65,$1.9B,1996,Technology,Professional Services,http://www.nasdaq.com/symbol/ttec
TLGT,"Teligent, Inc.",8.98,$477.97M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tlgt
TELL,Tellurian Inc.,9.61,$1.95B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/tell
TENX,"Tenax Therapeutics, Inc.",0.7001,$19.77M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/tenx
GLBL,"TerraForm Global, Inc.",5.05,$878.63M,2015,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/glbl
TERP,"TerraForm Power, Inc.",11.99,$1.7B,2014,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/terp
TVIA,"TerraVia Holdings, Inc.",0.1901,$20.59M,2011,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/tvia
TBNK,Territorial Bancorp Inc.,31.14,$306.12M,2009,Finance,Savings Institutions,http://www.nasdaq.com/symbol/tbnk
TSRO,"TESARO, Inc.",134.79,$7.26B,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tsro
TESO,Tesco Corporation,4.3,$200.9M,n/a,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/teso
TSLA,"Tesla, Inc. ",313.22,$51.45B,2010,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/tsla
TESS,TESSCO Technologies Incorporated,13.6,$113.72M,1994,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/tess
TTEK,"Tetra Tech, Inc.",45.7,$2.61B,1991,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/ttek
TTPH,"Tetraphase Pharmaceuticals, Inc.",7.18,$272.53M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ttph
TCBI,"Texas Capital Bancshares, Inc.",78.05,$3.87B,2003,Finance,Major Banks,http://www.nasdaq.com/symbol/tcbi
TCBIL,"Texas Capital Bancshares, Inc.",25.35,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tcbil
TCBIP,"Texas Capital Bancshares, Inc.",25.57,$153.42M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tcbip
TCBIW,"Texas Capital Bancshares, Inc.",64.0304,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tcbiw
TXN,Texas Instruments Incorporated,78.48,$78.19B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/txn
TXRH,"Texas Roadhouse, Inc.",50.91,$3.61B,2004,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/txrh
TFSL,TFS Financial Corporation,15.77,$4.46B,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/tfsl
TGTX,"TG Therapeutics, Inc.",10.3,$687.78M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tgtx
ABCO,The Advisory Board Company,57.1,$2.32B,2001,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/abco
ANDE,"The Andersons, Inc.",33.75,$958.5M,n/a,Consumer Services,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/ande
TBBK,"The Bancorp, Inc.",7.67,$427.14M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tbbk
BONT,"The Bon-Ton Stores, Inc.",0.401,$8.62M,1991,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/bont
CG,The Carlyle Group L.P.,19.25,$6.3B,2012,Finance,Investment Managers,http://www.nasdaq.com/symbol/cg
CAKE,The Cheesecake Factory Incorporated,49.61,$2.38B,1992,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/cake
CHEF,"The Chefs&#39; Warehouse, Inc.",12.15,$320.17M,2011,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/chef
TCFC,The Community Financial Corporation,38.39,$178.21M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tcfc
DSGX,The Descartes Systems Group Inc.,24.1,$1.83B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/dsgx
DXYN,"The Dixie Group, Inc.",4.35,$70.15M,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/dxyn
ENSG,"The Ensign Group, Inc.",21.61,$1.1B,2007,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/ensg
XONE,The ExOne Company,11.18,$180.46M,2013,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/xone
FINL,"The Finish Line, Inc.",14.54,$583.74M,1992,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/finl
FBMS,"The First Bancshares, Inc.",27.4,$250.56M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fbms
FLIC,The First of Long Island Corporation,28.65,$689.96M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/flic
GT,The Goodyear Tire & Rubber Company,35.47,$8.94B,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/gt
HABT,"The Habit Restaurants, Inc.",16.7,$434.57M,2014,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/habt
HCKT,"The Hackett Group, Inc.",15.76,$460.51M,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/hckt
HAIN,"The Hain Celestial Group, Inc.",38.86,$4.03B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/hain
FITS,The Health and Fitness ETF,26.95,$2.7M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fits
CUBA,"The Herzfeld Caribbean Basin Fund, Inc.",7.27,$44.59M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cuba
INTG,The Intergroup Corporation,25.4016,$59.98M,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/intg
JYNT,The Joint Corp.,3.6,$47.1M,2014,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/jynt
KEYW,The KEYW Holding Corporation,9.08,$449.53M,2010,Technology,EDP Services,http://www.nasdaq.com/symbol/keyw
KHC,The Kraft Heinz Company,83.04,$101.11B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/khc
OLD,The Long-Term Care ETF,26.1999,$2.62M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/old
MDCO,The Medicines Company,38.33,$2.77B,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mdco
MEET,"The Meet Group, Inc.",5.04,$350.36M,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/meet
MIK,"The Michaels Companies, Inc.",18.27,$3.45B,2014,Consumer Services,Recreational Products/Toys,http://www.nasdaq.com/symbol/mik
MIDD,The Middleby Corporation,120.35,$6.92B,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/midd
NAVG,"The Navigators Group, Inc.",55,$1.62B,1986,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/navg
SLIM,The Obesity ETF,27.52,$2.75M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/slim
STKS,"The ONE Group Hospitality, Inc.",2.07,$52.04M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/stks
ORG,The Organics ETF,29.5659,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/org
PCLN,The Priceline Group Inc. ,1918.5,$94.28B,1999,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/pcln
PRSC,The Providence Service Corporation,50.4,$678.74M,2003,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/prsc
RMR,The RMR Group Inc.,50.8,$1.58B,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/rmr
SPNC,The Spectranetics Corporation,38.4,$1.68B,1992,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/spnc
TTD,"The Trade Desk, Inc.",49.9,$2.01B,2016,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/ttd
ULTI,"The Ultimate Software Group, Inc.",213.86,$6.36B,1998,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ulti
YORW,The York Water Company,34.85,$447.61M,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/yorw
NCTY,The9 Limited,1.08,$25.83M,2004,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ncty
TRPX,Therapix Biosciences Ltd.,7,$24.21M,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/trpx
TBPH,"Theravance Biopharma, Inc.",42.56,$2.27B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tbph
TST,"TheStreet, Inc.",0.86,$30.67M,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/tst
TCRD,"THL Credit, Inc.",9.88,$325.31M,2010,n/a,n/a,http://www.nasdaq.com/symbol/tcrd
THLD,"Threshold Pharmaceuticals, Inc.",0.54,$38.66M,2005,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/thld
TICC,TICC Capital Corp.,6.69,$344.4M,2003,n/a,n/a,http://www.nasdaq.com/symbol/ticc
TICCL,TICC Capital Corp.,25.899,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ticcl
TIG,TiGenix,20.5,$106.58B,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tig
TTS,"Tile Shop Hldgs, Inc.",20.05,$1.04B,n/a,Consumer Services,Home Furnishings,http://www.nasdaq.com/symbol/tts
TIL,Till Capital Ltd.,4.05,$13.57M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/til
TSBK,"Timberland Bancorp, Inc.",25.77,$189.4M,n/a,Finance,Banks,http://www.nasdaq.com/symbol/tsbk
TNTR,"Tintri, Inc.",6.85,$211.74M,2017,Technology,EDP Services,http://www.nasdaq.com/symbol/tntr
TIPT,Tiptree Inc.,7,$259.47M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/tipt
TITN,Titan Machinery Inc.,17.83,$389.51M,2007,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/titn
TTNP,"Titan Pharmaceuticals, Inc.",1.9,$40.29M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/ttnp
TVTY,"Tivity Health, Inc.",39.8,$1.56B,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/tvty
TIVO,TiVo Corporation,18.5,$2.24B,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/tivo
TMUS,"T-Mobile US, Inc.",60.01,$49.86B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tmus
TMUSP,"T-Mobile US, Inc.",90.88,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tmusp
TOCA,Tocagen Inc.,11.73,$232.34M,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/toca
TNXP,Tonix Pharmaceuticals Holding Corp.,4.35,$32.56M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tnxp
TISA,"Top Image Systems, Ltd.",1.26,$22.59M,1996,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/tisa
TOPS,TOP Ships Inc.,0.275,$295669.28,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/tops
TORM          ,TOR Minerals International Inc,7.95,$28.16M,1988,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/torm
TRCH,"Torchlight Energy Resources, Inc.",1.49,$89.29M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/trch
TSEM,Tower Semiconductor Ltd.,24.26,$2.32B,1994,Technology,Semiconductors,http://www.nasdaq.com/symbol/tsem
CLUB,"Town Sports International Holdings, Inc.",4.75,$126.8M,2006,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/club
TOWN,Towne Bank,31.25,$1.95B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/town
TPIC,"TPI Composites, Inc.",18.4,$620.76M,2016,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/tpic
TCON,"TRACON Pharmaceuticals, Inc.",2.2,$36.54M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/tcon
TSCO,Tractor Supply Company,51.06,$6.56B,1994,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/tsco
TWMC,Trans World Entertainment Corp.,1.595,$57.6M,n/a,Consumer Services,Consumer Electronics/Video Chains,http://www.nasdaq.com/symbol/twmc
TACT,TransAct Technologies Incorporated,8.9,$65.4M,1996,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/tact
TRNS,"Transcat, Inc.",12.3,$87.44M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/trns
TGA,Transglobe Energy Corp,1.29,$93.14M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/tga
TA,TravelCenters of America LLC,3.85,$152.14M,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/ta
TANNI,TravelCenters of America LLC,24.22,n/a,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/tanni
TANNL,TravelCenters of America LLC,23.68,n/a,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/tannl
TANNZ,TravelCenters of America LLC,23.5854,n/a,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/tannz
TZOO,Travelzoo,11,$144.36M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/tzoo
TRVN,"Trevena, Inc.",2.26,$131.76M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/trvn
TCBK,TriCo Bancshares,35.68,$816.12M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tcbk
TRIL,Trillium Therapeutics Inc.,4.5,$48.58M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tril
TRS,TriMas Corporation,21.15,$966.83M,2007,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/trs
TRMB,Trimble Inc.,36.69,$9.28B,1990,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/trmb
TRIB,Trinity Biotech plc,5.7,$137.03M,1992,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/trib
TRIP,"TripAdvisor, Inc.",36.64,$5.17B,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/trip
TSC,"TriState Capital Holdings, Inc.",25.25,$725.48M,2013,Finance,Major Banks,http://www.nasdaq.com/symbol/tsc
TBK,"Triumph Bancorp, Inc.",25.3,$458.06M,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/tbk
TRVG,trivago N.V.,22.09,$5.28B,2016,Technology,EDP Services,http://www.nasdaq.com/symbol/trvg
TRNC,"tronc, Inc.",12.79,$419.74M,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/trnc
TROV,"TrovaGene, Inc.",1.24,$38.41M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/trov
TRUE,"TrueCar, Inc.",20.38,$1.89B,2014,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/true
THST,"Truett-Hurst, Inc.",2.05,$9.07M,2013,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/thst
TRUP,"Trupanion, Inc.",22.2,$660.69M,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/trup
TRST,TrustCo Bank Corp NY,7.8,$748.78M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/trst
TRMK,Trustmark Corporation,32.45,$2.2B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/trmk
TSRI,"TSR, Inc.",4.9,$9.61M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/tsri
TTMI,"TTM Technologies, Inc.",17.64,$1.79B,2000,Technology,Electrical Products,http://www.nasdaq.com/symbol/ttmi
TCX,Tucows Inc.,55.5,$585.19M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/tcx
TUES,Tuesday Morning Corp.,1.8,$81.18M,1999,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/tues
TOUR,Tuniu Corporation,7.87,$995.48M,2014,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/tour
HEAR,Turtle Beach Corporation,0.688,$33.88M,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/hear
TUTI,Tuttle Tactical Management Multi-Strategy Income ETF,22.7,$11.35M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tuti
TUTT,Tuttle Tactical Management U.S. Core ETF,22.45,$57.25M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tutt
FOX,"Twenty-First Century Fox, Inc.",27.56,$51.01B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/fox
FOXA,"Twenty-First Century Fox, Inc.",27.9,$34.06B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/foxa
TWIN,"Twin Disc, Incorporated",16.66,$191.91M,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/twin
TRCB,Two River Bancorp,18.5,$155.29M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/trcb
USCR,"U S Concrete, Inc.",78.95,$1.26B,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/uscr
PRTS,"U.S. Auto Parts Network, Inc.",3.09,$107M,2007,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/prts
USEG,U.S. Energy Corp.,0.729,$4.47M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/useg
GROW,"U.S. Global Investors, Inc.",1.48,$22.48M,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/grow
USAU,U.S. Gold Corp.,2.7,$22.07M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/usau
UBNT,"Ubiquiti Networks, Inc.",52.45,$4.21B,2011,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/ubnt
UFPT,"UFP Technologies, Inc.",27.9,$201.77M,1993,Capital Goods,Containers/Packaging,http://www.nasdaq.com/symbol/ufpt
ULTA,"Ulta Beauty, Inc.",276.97,$17.18B,2007,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/ulta
UCTT,"Ultra Clean Holdings, Inc.",19.83,$663.48M,2004,Technology,Semiconductors,http://www.nasdaq.com/symbol/uctt
UPL,Ultra Petroleum Corp.,10.02,$1.97B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/upl
RARE,Ultragenyx Pharmaceutical Inc.,63.92,$2.7B,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rare
ULBI,Ultralife Corporation,7.15,$110.82M,1992,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ulbi
UMBF,UMB Financial Corporation,75.01,$3.74B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/umbf
UMPQ,Umpqua Holdings Corporation,18.63,$4.11B,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/umpq
UNAM,Unico American Corporation,9.6,$50.95M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/unam
UBSH,Union Bankshares Corporation,34.55,$1.51B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ubsh
UNB,"Union Bankshares, Inc.",45.95,$205.03M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/unb
UNXL,"Uni-Pixel, Inc.",0.3869,$24.96M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/unxl
QURE,uniQure N.V.,6.36,$162.03M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/qure
UBCP,"United Bancorp, Inc.",11.6948,$63.45M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ubcp
UBOH,"United Bancshares, Inc.",22.6161,$73.89M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/uboh
UBSI,"United Bankshares, Inc.",38.3,$4.02B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ubsi
UCBA,United Community Bancorp,18.95,$79.67M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ucba
UCBI,"United Community Banks, Inc.",28.24,$2B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ucbi
UCFC,United Community Financial Corp.,8.57,$425.8M,n/a,Finance,Banks,http://www.nasdaq.com/symbol/ucfc
UBNK,"United Financial Bancorp, Inc. ",17.17,$871.52M,n/a,Finance,Banks,http://www.nasdaq.com/symbol/ubnk
UFCS,"United Fire Group, Inc",44.03,$1.11B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ufcs
UIHC,United Insurance Holdings Corp.,15.87,$678.41M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/uihc
UNFI,"United Natural Foods, Inc.",36.04,$1.82B,1996,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/unfi
UBFO,United Security Bancshares,9.55,$161.16M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ubfo
USLM,"United States Lime & Minerals, Inc.",79.48,$443.38M,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/uslm
UTHR,United Therapeutics Corporation,131.05,$5.91B,1999,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/uthr
UG,"United-Guardian, Inc.",15.4,$70.75M,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/ug
UNIT,Uniti Group Inc.,24.48,$4.29B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/unit
UNTY,"Unity Bancorp, Inc.",17.5,$184.36M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/unty
OLED,Universal Display Corporation,111.15,$5.23B,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/oled
UEIC,Universal Electronics Inc.,68.45,$987.93M,1993,Consumer Non-Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/ueic
UFPI,"Universal Forest Products, Inc.",86.5,$1.77B,1993,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/ufpi
ULH,"Universal Logistics Holdings, Inc.",15.2,$432.33M,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/ulh
USAP,"Universal Stainless & Alloy Products, Inc.",19.74,$142.5M,1994,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/usap
UVSP,Univest Corporation of Pennsylvania,30.4,$810.51M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/uvsp
UPLD,"Upland Software, Inc.",22.25,$451.68M,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/upld
